# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrD.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam
TraesCS7D02G291500	chr7D	350137508	350160068	-	22561	0
TraesCS7D02G291600	chr7D	351562387	351594278	-	31892	0
TraesCS7D02G291700	chr7D	351653531	351656290	-	2760	0
TraesCS7D02G291900	chr7D	351765384	351768404	-	3021	0
TraesCS7D02G292000	chr7D	353080676	353085158	-	4483	56
TraesCS7D02G292100	chr7D	354527578	354528820	+	1243	0
TraesCS7D02G292200	chr7D	355100241	355103067	-	2827	0
TraesCS7D02G292300	chr7D	355561021	355565650	-	4630	0
TraesCS7D02G292400	chr7D	356896682	356912158	+	15477	118
TraesCS7D02G292500	chr7D	358473307	358477106	+	3800	3
TraesCS7D02G292600	chr7D	358717564	358725608	-	8045	23
TraesCS7D02G292700	chr7D	360325607	360344600	+	18994	0
TraesCS7D02G292800	chr7D	361029394	361032619	+	3226	66
TraesCS7D02G292900	chr7D	362363082	362366183	+	3102	0
TraesCS7D02G293100	chr7D	362373724	362376583	-	2860	96
TraesCS7D02G293200	chr7D	363038783	363042009	+	3227	0
TraesCS7D02G293300	chr7D	363043256	363046723	-	3468	0
TraesCS7D02G293400	chr7D	363048833	363051423	-	2591	0
TraesCS7D02G293500	chr7D	363550697	363560973	-	10277	20
TraesCS7D02G293600	chr7D	364406793	364411805	-	5013	26
TraesCS7D02G293700	chr7D	364627518	364630033	+	2516	0
TraesCS7D02G293800	chr7D	364629380	364632896	-	3517	0
TraesCS7D02G293900	chr7D	365260496	365263923	+	3428	10
TraesCS7D02G294000	chr7D	365313907	365318003	-	4097	0
TraesCS7D02G294100	chr7D	365318003	365322494	-	4492	129
TraesCS7D02G294200	chr7D	365814939	365824825	+	9887	0
TraesCS7D02G294300	chr7D	366446960	366454464	+	7505	0
TraesCS7D02G294400	chr7D	367386327	367390944	-	4618	0
TraesCS7D02G294500	chr7D	368009455	368014988	+	5534	0
TraesCS7D02G294600	chr7D	368563640	368568356	+	4717	8
TraesCS7D02G294700	chr7D	368809273	368811588	+	2316	0
TraesCS7D02G294800	chr7D	369174647	369178818	-	4172	15
TraesCS7D02G294900	chr7D	369278628	369283720	-	5093	2
TraesCS7D02G295000	chr7D	369452826	369463127	-	10302	1
TraesCS7D02G295100	chr7D	369856781	369861958	-	5178	0
TraesCS7D02G295200	chr7D	369873045	369874630	+	1586	0
TraesCS7D02G295300	chr7D	370176127	370181083	+	4957	6
TraesCS7D02G295400	chr7D	370175783	370186393	-	10611	0
TraesCS7D02G295500	chr7D	370461596	370464155	-	2560	0
TraesCS7D02G295600	chr7D	370515889	370518875	+	2987	0
TraesCS7D02G295700	chr7D	370967963	370969440	+	1478	0
TraesCS7D02G295800	chr7D	371268062	371269580	+	1519	0
TraesCS7D02G295900	chr7D	371728092	371732223	-	4132	7
TraesCS7D02G296000	chr7D	371787879	371791904	+	4026	5
TraesCS7D02G296100	chr7D	371829457	371833163	+	3707	0
TraesCS7D02G296200	chr7D	372083217	372084765	+	1549	0
TraesCS7D02G296300	chr7D	372267228	372271006	-	3779	42
TraesCS7D02G296400	chr7D	372897636	372903681	+	6046	0
TraesCS7D02G296500	chr7D	372902716	372905543	-	2828	0
TraesCS7D02G296700	chr7D	373582990	373587599	+	4610	0
TraesCS7D02G296800	chr7D	373651227	373656490	-	5264	0
TraesCS7D02G296900	chr7D	374429247	374434670	+	5424	0
TraesCS7D02G297000	chr7D	374563870	374572229	-	8360	2
TraesCS7D02G297100	chr7D	375393052	375402823	-	9772	0
TraesCS7D02G297200	chr7D	375965038	375973430	-	8393	1
TraesCS7D02G297300	chr7D	376014259	376015789	-	1531	0
TraesCS7D02G297400	chr7D	376061920	376068376	-	6457	30
TraesCS7D02G297500	chr7D	376086906	376095279	-	8374	11
TraesCS7D02G297600	chr7D	376349138	376355499	+	6362	18
TraesCS7D02G297700	chr7D	376553404	376559380	+	5977	8
TraesCS7D02G297800	chr7D	376558830	376563657	-	4828	0
TraesCS7D02G297900	chr7D	376941126	376942754	+	1629	0
TraesCS7D02G298000	chr7D	376946567	376949387	-	2821	0
TraesCS7D02G298100	chr7D	376949560	376958826	-	9267	0
TraesCS7D02G298200	chr7D	377604524	377615165	-	10642	0
TraesCS7D02G298300	chr7D	378150138	378152103	+	1966	0
TraesCS7D02G298400	chr7D	378155685	378162652	-	6968	0
TraesCS7D02G298600	chr7D	378168018	378175772	-	7755	0
TraesCS7D02G298700	chr7D	378307846	378324309	+	16464	0
TraesCS7D02G298800	chr7D	378487874	378493141	+	5268	41
TraesCS7D02G298900	chr7D	378492338	378497301	-	4964	0
TraesCS7D02G299000	chr7D	378843819	378852743	+	8925	11
TraesCS7D02G299100	chr7D	379057506	379065994	+	8489	0
TraesCS7D02G299200	chr7D	379090270	379093010	+	2741	0
TraesCS7D02G299300	chr7D	379246362	379248331	+	1970	0
TraesCS7D02G299400	chr7D	379311201	379317232	-	6032	16
TraesCS7D02G299500	chr7D	379320657	379327172	-	6516	8
TraesCS7D02G299600	chr7D	379566982	379571352	-	4371	0
TraesCS7D02G299700	chr7D	379766522	379770310	-	3789	0
TraesCS7D02G299800	chr7D	379825366	379826725	+	1360	0
TraesCS7D02G299900	chr7D	379826526	379829478	-	2953	87
TraesCS7D02G300000	chr7D	380144626	380148060	+	3435	0
TraesCS7D02G300100	chr7D	380187944	380194181	-	6238	0
TraesCS7D02G300200	chr7D	380626166	380632298	-	6133	45
TraesCS7D02G300300	chr7D	380990295	380993881	-	3587	14
TraesCS7D02G300400	chr7D	381000079	381003329	-	3251	0
TraesCS7D02G300500	chr7D	381342736	381346179	+	3444	0
TraesCS7D02G300600	chr7D	381913989	381915948	-	1960	0
TraesCS7D02G300700	chr7D	381916337	381917909	+	1573	0
TraesCS7D02G300800	chr7D	381921141	381922734	+	1594	0
TraesCS7D02G300900	chr7D	381923164	381924603	-	1440	0
TraesCS7D02G301000	chr7D	381969861	381971091	-	1231	0
TraesCS7D02G301100	chr7D	381998605	381999859	-	1255	0
TraesCS7D02G301200	chr7D	382051046	382052639	+	1594	0
TraesCS7D02G301300	chr7D	382065168	382066803	+	1636	0
TraesCS7D02G301400	chr7D	382071066	382072379	-	1314	0
TraesCS7D02G301500	chr7D	382087588	382088822	-	1235	0
TraesCS7D02G301600	chr7D	382088953	382090293	+	1341	0
TraesCS7D02G301700	chr7D	382099537	382101890	-	2354	0
TraesCS7D02G301800	chr7D	382111757	382112996	+	1240	0
TraesCS7D02G301900	chr7D	382115403	382122950	+	7548	0
TraesCS7D02G302000	chr7D	382255258	382259222	+	3965	31
TraesCS7D02G302100	chr7D	382274594	382277760	-	3167	0
TraesCS7D02G302200	chr7D	382285636	382291525	+	5890	0
TraesCS7D02G302300	chr7D	382378558	382381861	+	3304	0
TraesCS7D02G302400	chr7D	382522297	382526948	-	4652	0
TraesCS7D02G302500	chr7D	382730073	382736591	+	6519	0
TraesCS7D02G302600	chr7D	382739093	382744107	+	5015	0
TraesCS7D02G302700	chr7D	382753508	382755379	-	1872	0
TraesCS7D02G302800	chr7D	382942141	382946073	-	3933	10
TraesCS7D02G302900	chr7D	383216454	383226358	+	9905	0
TraesCS7D02G303000	chr7D	383270002	383272830	+	2829	0
TraesCS7D02G303100	chr7D	383312933	383318054	-	5122	0
TraesCS7D02G303200	chr7D	383896583	383904056	+	7474	0
TraesCS7D02G303400	chr7D	383972912	383974672	-	1761	0
TraesCS7D02G303500	chr7D	384938170	384946225	+	8056	13
TraesCS7D02G303600	chr7D	384945820	384949479	-	3660	36
TraesCS7D02G303700	chr7D	385396467	385398540	+	2074	0
TraesCS7D02G303800	chr7D	385431571	385434103	+	2533	0
TraesCS7D02G303900	chr7D	385518931	385521986	+	3056	49
TraesCS7D02G304000	chr7D	385699577	385702961	+	3385	0
TraesCS7D02G304100	chr7D	385717993	385719895	+	1903	20
TraesCS7D02G304200	chr7D	386353010	386357881	+	4872	0
TraesCS7D02G304300	chr7D	386357822	386360110	-	2289	0
TraesCS7D02G304400	chr7D	386360110	386362572	-	2463	0
TraesCS7D02G304500	chr7D	386499272	386511886	+	12615	2
TraesCS7D02G304600	chr7D	386511983	386517392	-	5410	0
TraesCS7D02G304700	chr7D	386560706	386562320	+	1615	0
TraesCS7D02G304800	chr7D	386561664	386563443	-	1780	1
TraesCS7D02G304900	chr7D	386593427	386594991	-	1565	0
TraesCS7D02G305000	chr7D	386645017	386649283	-	4267	0
TraesCS7D02G305100	chr7D	386658225	386664411	-	6187	0
TraesCS7D02G305200	chr7D	386725369	386731423	+	6055	0
TraesCS7D02G305300	chr7D	386754859	386759711	-	4853	23
TraesCS7D02G305400	chr7D	386844522	386848240	+	3719	2
TraesCS7D02G305500	chr7D	386846153	386848349	-	2197	0
TraesCS7D02G305600	chr7D	386905817	386908952	-	3136	0
TraesCS7D02G305700	chr7D	386914168	386921655	+	7488	0
TraesCS7D02G305800	chr7D	387211508	387216675	+	5168	9
TraesCS7D02G305900	chr7D	387219229	387225289	+	6061	0
TraesCS7D02G306000	chr7D	387222621	387225708	-	3088	0
TraesCS7D02G306100	chr7D	387225768	387228894	-	3127	0
TraesCS7D02G306200	chr7D	387334482	387339869	-	5388	0
TraesCS7D02G306300	chr7D	387494410	387497408	+	2999	0
TraesCS7D02G306400	chr7D	387910883	387917641	+	6759	21
TraesCS7D02G306500	chr7D	387916986	387925197	-	8212	6
TraesCS7D02G306600	chr7D	388021768	388025328	+	3561	309
TraesCS7D02G306700	chr7D	388036107	388040724	+	4618	0
TraesCS7D02G306800	chr7D	388125510	388130893	-	5384	27
TraesCS7D02G306900	chr7D	388691941	388698232	+	6292	0
TraesCS7D02G307000	chr7D	388963277	388966346	+	3070	0
TraesCS7D02G307100	chr7D	388989772	388993298	+	3527	0
TraesCS7D02G307200	chr7D	388993063	388999739	-	6677	0
TraesCS7D02G307300	chr7D	389186559	389191576	-	5018	0
TraesCS7D02G307400	chr7D	389454445	389456488	-	2044	0
TraesCS7D02G307500	chr7D	389457082	389464805	-	7724	0
TraesCS7D02G307600	chr7D	390020169	390026584	+	6416	0
TraesCS7D02G307700	chr7D	390074572	390080648	+	6077	1
TraesCS7D02G307800	chr7D	390083157	390085122	-	1966	0
TraesCS7D02G307900	chr7D	390155008	390157437	-	2430	0
TraesCS7D02G308000	chr7D	390181092	390184056	-	2965	0
TraesCS7D02G308100	chr7D	390464497	390471491	+	6995	0
TraesCS7D02G308200	chr7D	390680000	390689894	+	9895	10
TraesCS7D02G308300	chr7D	390689180	390693353	-	4174	0
TraesCS7D02G308500	chr7D	390907138	390911116	-	3979	6
TraesCS7D02G308600	chr7D	390928715	390933008	-	4294	0
TraesCS7D02G308700	chr7D	391574659	391576163	+	1505	0
TraesCS7D02G308800	chr7D	391575706	391580021	-	4316	6
TraesCS7D02G308900	chr7D	391580190	391584658	+	4469	18
TraesCS7D02G309000	chr7D	391584088	391587629	-	3542	16
TraesCS7D02G309100	chr7D	392255290	392262982	+	7693	0
TraesCS7D02G309200	chr7D	392262056	392266693	-	4638	4
TraesCS7D02G309300	chr7D	392632229	392645127	-	12899	0
TraesCS7D02G309400	chr7D	392743990	392749017	-	5028	50
TraesCS7D02G309500	chr7D	392820248	392824662	-	4415	406
TraesCS7D02G309600	chr7D	393017978	393032619	+	14642	0
TraesCS7D02G309800	chr7D	393099992	393102027	+	2036	0
TraesCS7D02G309900	chr7D	393101601	393102506	-	906	0
TraesCS7D02G310000	chr7D	393104330	393107502	-	3173	0
TraesCS7D02G310100	chr7D	393107502	393109965	-	2464	0
TraesCS7D02G310200	chr7D	393575484	393580308	+	4825	27
TraesCS7D02G310300	chr7D	393610935	393614818	+	3884	0
TraesCS7D02G310400	chr7D	393615413	393618196	-	2784	0
TraesCS7D02G310500	chr7D	393948446	393950369	-	1924	0
TraesCS7D02G310600	chr7D	394064385	394071021	+	6637	2
TraesCS7D02G310800	chr7D	394112883	394118492	-	5610	0
TraesCS7D02G310900	chr7D	394351821	394354912	-	3092	0
TraesCS7D02G311000	chr7D	394367450	394369003	-	1554	0
TraesCS7D02G311100	chr7D	394384822	394387498	-	2677	0
TraesCS7D02G311200	chr7D	394827107	394831028	+	3922	117
TraesCS7D02G311300	chr7D	394831028	394832141	+	1114	141
TraesCS7D02G311400	chr7D	394832141	394833647	+	1507	0
TraesCS7D02G311500	chr7D	394940951	394944055	+	3105	0
TraesCS7D02G311600	chr7D	394989861	394992211	-	2351	0
TraesCS7D02G311700	chr7D	395076391	395078617	+	2227	0
TraesCS7D02G311800	chr7D	395188340	395190554	+	2215	0
TraesCS7D02G311900	chr7D	395295558	395297733	+	2176	0
TraesCS7D02G312000	chr7D	395348586	395351720	-	3135	0
TraesCS7D02G312100	chr7D	395602244	395606775	+	4532	12
TraesCS7D02G312200	chr7D	395874438	395877617	-	3180	0
TraesCS7D02G312300	chr7D	396113405	396114704	+	1300	0
TraesCS7D02G312400	chr7D	396125645	396126956	+	1312	0
TraesCS7D02G312500	chr7D	396132165	396136175	+	4011	17
TraesCS7D02G312600	chr7D	396381828	396386966	+	5139	23
TraesCS7D02G312700	chr7D	396388052	396391583	+	3532	0
TraesCS7D02G312800	chr7D	396438753	396442438	+	3686	0
TraesCS7D02G312900	chr7D	396442661	396444966	-	2306	0
TraesCS7D02G313000	chr7D	396446654	396451008	-	4355	0
TraesCS7D02G313100	chr7D	396981537	396982983	+	1447	2
TraesCS7D02G313200	chr7D	396984909	396988029	+	3121	16
TraesCS7D02G313300	chr7D	397195389	397198468	+	3080	23
TraesCS7D02G313400	chr7D	397197889	397201029	-	3141	0
TraesCS7D02G313500	chr7D	397205414	397210742	-	5329	7
TraesCS7D02G313600	chr7D	397381836	397386374	+	4539	0
TraesCS7D02G313700	chr7D	397553513	397582017	+	28505	0
TraesCS7D02G313800	chr7D	397581623	397583862	-	2240	278
TraesCS7D02G313900	chr7D	397989283	397997506	+	8224	29
TraesCS7D02G314000	chr7D	398717458	398721447	-	3990	0
TraesCS7D02G314100	chr7D	399426616	399428760	+	2145	0
TraesCS7D02G314200	chr7D	399832815	399836489	+	3675	0
TraesCS7D02G314300	chr7D	400153572	400158047	+	4476	0
TraesCS7D02G314400	chr7D	400168577	400171414	-	2838	0
TraesCS7D02G314500	chr7D	400276987	400278387	-	1401	0
TraesCS7D02G314600	chr7D	400467878	400470513	-	2636	0
TraesCS7D02G314700	chr7D	400856520	400858610	+	2091	0
TraesCS7D02G314800	chr7D	400868159	400869392	+	1234	0
TraesCS7D02G314900	chr7D	400871263	400876029	+	4767	31
TraesCS7D02G315000	chr7D	401067779	401074630	+	6852	0
TraesCS7D02G315100	chr7D	401090065	401094159	-	4095	8
TraesCS7D02G315200	chr7D	401145747	401147854	+	2108	0
TraesCS7D02G315300	chr7D	401147193	401153517	-	6325	10
TraesCS7D02G315400	chr7D	401533379	401547857	+	14479	5
TraesCS7D02G315500	chr7D	401548687	401552177	-	3491	8
TraesCS7D02G315600	chr7D	401715153	401717655	-	2503	0
TraesCS7D02G315700	chr7D	401780280	401783608	-	3329	0
TraesCS7D02G315800	chr7D	401834209	401836705	+	2497	48
TraesCS7D02G315900	chr7D	401836148	401838903	-	2756	0
TraesCS7D02G316000	chr7D	401841605	401846613	-	5009	0
TraesCS7D02G316100	chr7D	402142213	402149505	+	7293	50
TraesCS7D02G316200	chr7D	402149505	402153260	+	3756	0
TraesCS7D02G316300	chr7D	402510404	402515455	+	5052	0
TraesCS7D02G316400	chr7D	402565427	402566844	+	1418	0
TraesCS7D02G316500	chr7D	402689109	402691966	-	2858	1
TraesCS7D02G316600	chr7D	403059724	403062443	+	2720	0
TraesCS7D02G316700	chr7D	403092676	403098663	+	5988	0
TraesCS7D02G316800	chr7D	403147194	403149891	+	2698	0
TraesCS7D02G317000	chr7D	403464713	403466205	+	1493	0
TraesCS7D02G317100	chr7D	403643474	403646082	-	2609	0
TraesCS7D02G317200	chr7D	403765032	403769786	+	4755	0
TraesCS7D02G317300	chr7D	403778575	403786382	+	7808	0
TraesCS7D02G317400	chr7D	403806778	403813238	-	6461	27
TraesCS7D02G317500	chr7D	404043945	404061677	+	17733	0
TraesCS7D02G317600	chr7D	404061957	404066429	+	4473	11
TraesCS7D02G317700	chr7D	404241880	404249662	+	7783	0
TraesCS7D02G317800	chr7D	404383810	404385193	-	1384	0
TraesCS7D02G318000	chr7D	405879376	405882079	+	2704	0
TraesCS7D02G318100	chr7D	405922232	405925452	-	3221	0
TraesCS7D02G318200	chr7D	406316497	406326251	+	9755	0
TraesCS7D02G318300	chr7D	406523132	406528085	+	4954	11
TraesCS7D02G318400	chr7D	406894528	406900408	+	5881	14
TraesCS7D02G318500	chr7D	406899765	406901358	-	1594	0
TraesCS7D02G318600	chr7D	407069750	407074013	-	4264	0
TraesCS7D02G318700	chr7D	407075862	407087993	-	12132	3
TraesCS7D02G318800	chr7D	407237214	407268761	-	31548	0
TraesCS7D02G318900	chr7D	407712387	407717622	-	5236	0
TraesCS7D02G319000	chr7D	407844795	407850479	+	5685	3
TraesCS7D02G319100	chr7D	407848007	407852341	-	4335	3
TraesCS7D02G319200	chr7D	407852341	407860408	-	8068	0
TraesCS7D02G319300	chr7D	408365790	408370766	-	4977	6
TraesCS7D02G319500	chr7D	408718359	408721189	+	2831	0
TraesCS7D02G319600	chr7D	409162726	409165439	+	2714	0
TraesCS7D02G319700	chr7D	409456350	409457728	+	1379	0
TraesCS7D02G319800	chr7D	409457691	409462749	-	5059	0
TraesCS7D02G319900	chr7D	409491876	409493898	+	2023	0
TraesCS7D02G320000	chr7D	409511812	409516100	-	4289	52
TraesCS7D02G320100	chr7D	409607537	409611023	-	3487	0
TraesCS7D02G320200	chr7D	409611843	409613169	-	1327	0
TraesCS7D02G320300	chr7D	410056189	410060696	-	4508	35
TraesCS7D02G320400	chr7D	410112783	410114853	-	2071	0
TraesCS7D02G320500	chr7D	410515903	410517538	+	1636	0
TraesCS7D02G320600	chr7D	410520434	410523614	-	3181	0
TraesCS7D02G320700	chr7D	410892089	410896161	+	4073	0
TraesCS7D02G320800	chr7D	410904557	410906576	-	2020	0
TraesCS7D02G320900	chr7D	411009415	411013798	+	4384	13
TraesCS7D02G321000	chr7D	411023534	411028751	-	5218	0
TraesCS7D02G321100	chr7D	411301781	411306324	+	4544	0
TraesCS7D02G321200	chr7D	411306324	411309981	+	3658	12
TraesCS7D02G321300	chr7D	411313524	411314790	-	1267	0
TraesCS7D02G321400	chr7D	411604530	411606772	+	2243	0
TraesCS7D02G321500	chr7D	411607927	411617115	-	9189	10
TraesCS7D02G321600	chr7D	411890964	411894357	-	3394	0
TraesCS7D02G321700	chr7D	412014726	412017817	-	3092	0
TraesCS7D02G321800	chr7D	412100666	412103958	-	3293	1
TraesCS7D02G321900	chr7D	412152846	412162528	-	9683	0
TraesCS7D02G322000	chr7D	412234656	412236608	+	1953	114
TraesCS7D02G322100	chr7D	412394648	412396427	+	1780	45
TraesCS7D02G322300	chr7D	412646091	412650225	+	4135	0
TraesCS7D02G322400	chr7D	412661620	412662910	+	1291	0
TraesCS7D02G322500	chr7D	412671331	412676428	-	5098	4
TraesCS7D02G322600	chr7D	412757119	412760330	+	3212	2
TraesCS7D02G322700	chr7D	412761383	412764077	+	2695	0
TraesCS7D02G322800	chr7D	412871433	412875020	+	3588	12
TraesCS7D02G322900	chr7D	412875020	412880292	+	5273	0
TraesCS7D02G323000	chr7D	412881013	412886174	+	5162	7
TraesCS7D02G323100	chr7D	412884155	412887588	-	3434	90
TraesCS7D02G323200	chr7D	413093281	413100470	-	7190	0
TraesCS7D02G323300	chr7D	413100373	413106630	+	6258	0
TraesCS7D02G323400	chr7D	413102443	413111447	-	9005	0
TraesCS7D02G323500	chr7D	413232166	413239980	+	7815	2
TraesCS7D02G323600	chr7D	413244870	413249112	-	4243	0
TraesCS7D02G323700	chr7D	413440710	413442474	-	1765	0
TraesCS7D02G323800	chr7D	413543222	413545414	-	2193	0
TraesCS7D02G323900	chr7D	413659962	413662340	+	2379	0
TraesCS7D02G324000	chr7D	413690050	413694308	+	4259	0
TraesCS7D02G324100	chr7D	413728683	413730330	+	1648	0
TraesCS7D02G324200	chr7D	414085517	414088122	-	2606	0
TraesCS7D02G324300	chr7D	414101584	414103489	-	1906	0
TraesCS7D02G324400	chr7D	414273467	414281541	+	8075	2
TraesCS7D02G324500	chr7D	414371176	414375292	-	4117	5
TraesCS7D02G324600	chr7D	414488284	414489116	+	833	0
TraesCS7D02G324700	chr7D	414489092	414490117	-	1026	0
TraesCS7D02G324800	chr7D	414490117	414493272	-	3156	12
TraesCS7D02G324900	chr7D	414513419	414521937	-	8519	13
TraesCS7D02G325000	chr7D	415393186	415400588	-	7403	0
TraesCS7D02G325100	chr7D	415429391	415438248	-	8858	0
TraesCS7D02G325200	chr7D	415640987	415643090	-	2104	0
TraesCS7D02G325300	chr7D	415680977	415682924	-	1948	0
TraesCS7D02G325400	chr7D	415744076	415746438	-	2363	0
TraesCS7D02G325500	chr7D	415956483	415959310	-	2828	8
TraesCS7D02G325600	chr7D	416021811	416023835	+	2025	52
TraesCS7D02G325700	chr7D	416232607	416238351	+	5745	0
TraesCS7D02G325800	chr7D	416236332	416238720	-	2389	0
TraesCS7D02G325900	chr7D	416239957	416247993	-	8037	0
TraesCS7D02G326000	chr7D	416247764	416253213	+	5450	0
TraesCS7D02G326100	chr7D	416273574	416277439	+	3866	0
TraesCS7D02G326200	chr7D	416412324	416414797	+	2474	0
TraesCS7D02G326300	chr7D	416628589	416633208	-	4620	0
TraesCS7D02G326400	chr7D	416945746	416956933	+	11188	0
TraesCS7D02G326500	chr7D	416959768	416967847	+	8080	0
TraesCS7D02G326600	chr7D	417033123	417035819	-	2697	0
TraesCS7D02G326700	chr7D	417035819	417043003	-	7185	0
TraesCS7D02G326800	chr7D	417355133	417359468	-	4336	0
TraesCS7D02G326900	chr7D	417611156	417615559	-	4404	0
TraesCS7D02G327000	chr7D	417616389	417622844	-	6456	11
TraesCS7D02G327100	chr7D	417772664	417780212	-	7549	0
TraesCS7D02G327200	chr7D	417925695	417931231	-	5537	0
TraesCS7D02G327300	chr7D	418051094	418057181	-	6088	0
TraesCS7D02G327400	chr7D	418389383	418391211	+	1829	0
TraesCS7D02G327500	chr7D	418612157	418616922	-	4766	0
TraesCS7D02G327600	chr7D	418945710	418949016	-	3307	0
TraesCS7D02G327700	chr7D	418961307	418963640	+	2334	78
TraesCS7D02G327800	chr7D	418967410	418969187	-	1778	0
TraesCS7D02G327900	chr7D	419144509	419148225	+	3717	0
TraesCS7D02G328000	chr7D	419366017	419372320	-	6304	0
TraesCS7D02G328100	chr7D	419373840	419382761	-	8922	0
TraesCS7D02G328200	chr7D	419407623	419413432	-	5810	0
TraesCS7D02G328300	chr7D	419765439	419769965	+	4527	0
TraesCS7D02G328400	chr7D	419789207	419798571	+	9365	2
TraesCS7D02G328500	chr7D	420087353	420092292	+	4940	0
TraesCS7D02G328600	chr7D	420361147	420366596	+	5450	14
TraesCS7D02G328700	chr7D	420415163	420417040	+	1878	0
TraesCS7D02G328800	chr7D	420626541	420629917	+	3377	0
TraesCS7D02G328900	chr7D	420630503	420633912	+	3410	0
TraesCS7D02G329000	chr7D	420727792	420732334	+	4543	0
TraesCS7D02G329100	chr7D	420733355	420738915	+	5561	0
TraesCS7D02G329200	chr7D	420740319	420743197	-	2879	0
TraesCS7D02G329300	chr7D	420782294	420784189	+	1896	31
TraesCS7D02G329400	chr7D	421166930	421171480	+	4551	0
TraesCS7D02G329500	chr7D	421172152	421177554	-	5403	2
TraesCS7D02G329600	chr7D	421362930	421365696	+	2767	0
TraesCS7D02G329700	chr7D	421405942	421410673	-	4732	0
TraesCS7D02G329800	chr7D	421445434	421447401	-	1968	0
TraesCS7D02G329900	chr7D	421454096	421460361	-	6266	0
TraesCS7D02G330000	chr7D	421676285	421677797	+	1513	0
TraesCS7D02G330100	chr7D	421788550	421793292	-	4743	0
TraesCS7D02G330200	chr7D	421855050	421856379	-	1330	0
TraesCS7D02G330300	chr7D	422108141	422109389	-	1249	0
TraesCS7D02G330400	chr7D	422151165	422152500	-	1336	0
TraesCS7D02G330500	chr7D	422152994	422154875	+	1882	0
TraesCS7D02G330600	chr7D	422155647	422157339	+	1693	0
TraesCS7D02G330800	chr7D	422210179	422212562	+	2384	0
TraesCS7D02G330900	chr7D	422345011	422346965	+	1955	0
TraesCS7D02G331000	chr7D	422570221	422571760	-	1540	0
TraesCS7D02G331100	chr7D	422616711	422618253	-	1543	0
TraesCS7D02G331200	chr7D	422673072	422675509	+	2438	0
TraesCS7D02G331300	chr7D	422718401	422719916	+	1516	0
TraesCS7D02G331400	chr7D	422721599	422723300	+	1702	0
TraesCS7D02G331500	chr7D	422722390	422725199	-	2810	0
TraesCS7D02G331600	chr7D	422852631	422856334	-	3704	0
TraesCS7D02G331700	chr7D	422858327	422859986	-	1660	0
TraesCS7D02G331800	chr7D	422952386	422954079	+	1694	0
TraesCS7D02G331900	chr7D	423326226	423327786	+	1561	0
TraesCS7D02G332000	chr7D	423551439	423552906	+	1468	0
TraesCS7D02G332100	chr7D	423583936	423586168	+	2233	0
TraesCS7D02G332200	chr7D	423642005	423643472	+	1468	0
TraesCS7D02G332300	chr7D	423694133	423704712	+	10580	0
TraesCS7D02G332400	chr7D	423704863	423706147	+	1285	0
TraesCS7D02G332500	chr7D	423709245	423710832	+	1588	0
TraesCS7D02G332600	chr7D	423710927	423712490	+	1564	0
TraesCS7D02G332700	chr7D	423712801	423713691	+	891	0
TraesCS7D02G332800	chr7D	423713247	423717761	-	4515	0
