CARHR207710	AT5G05550
CARHR190330	AT5G23210
CARHR211170	AT5G02190
CARHR021750	AT1G21360
CARHR243670	AT4G35350
CARHR213900	AT5G38480
CARHR278350	AT5G64400
CARHR169330	AT3G58970
CARHR040090	AT1G49990
CARHR099530	AT3G23605
CARHR012190	AT1G11870
CARHR206110	AT5G07040
CARHR109470	AT2G18910
CARHR203050	AT5G10250
CARHR112210	AT2G21330
CARHR145140	AT2G02710
CARHR247700	AT4G39050
CARHR277960	AT5G64050
CARHR077450	AT3G03430
CARHR094580	AT3G19180
CARHR201840	AT5G11410
CARHR245960	AT4G37560
CARHR136200	AT2G41110
CARHR216770	AT5G35790
CARHR085260	AT3G10680
CARHR033400	AT1G34020
CARHR140510	AT2G45310
CARHR244660	AT4G36260
CARHR041140	AT1G51120
CARHR120710	AT2G27990
CARHR159980	AT3G50460
CARHR249630	AT4G02050
CARHR264260	AT5G51490
CARHR030170	AT1G30700
CARHR218730	AT4G13240
CARHR189570	AT5G24000
CARHR207080	AT5G06340
CARHR141640	AT2G46370
CARHR228980	AT4G22150
CARHR090110	AT3G15130
CARHR075320	AT3G01600
CARHR124870	AT2G31280
CARHR263060	AT5G39340
CARHR040540	AT1G50510
CARHR124650	AT2G31082
CARHR135570	AT2G40460
CARHR017660	AT1G17120
CARHR081920	AT3G07270
CARHR155510	AT3G46890
CARHR073200	AT1G79530
CARHR173370	AT3G63070
CARHR051460	AT1G61210
CARHR131660	AT2G37150
CARHR141340	AT2G46080
CARHR004930	AT1G05440
CARHR013570	AT1G13195
CARHR199090	AT5G14250
CARHR226030	AT4G19160
CARHR006020	AT1G06410
CARHR119010	AT2G26830
CARHR080030	AT3G05600
CARHR254700	AT4G11670
CARHR208300	AT5G04960
CARHR046800	AT1G64140
CARHR288310	ATMG00580
CARHR133800	AT2G39040
CARHR159180	AT3G50120
CARHR080520	AT3G06020
CARHR069450	AT1G75900
CARHR275200	AT5G61440
CARHR253530	AT4G14695
CARHR219300	AT4G13615
CARHR199730	AT5G13710
CARHR196660	AT5G16560
CARHR162220	AT3G52450
CARHR011710	AT1G11430
CARHR148250	AT3G27030
CARHR221260	AT3G14820
CARHR128710	AT2G34610
CARHR198770	AT5G14540
CARHR030710	AT1G31230
CARHR063940	AT1G70670
CARHR227440	AT4G20880
CARHR233460	AT4G25950
CARHR136490	AT2G41370
CARHR225580	AT4G18730
CARHR218470	AT4G13070
CARHR061890	AT1G69020
CARHR127830	AT2G33760
CARHR017000	AT1G16520
CARHR188200	AT5G25280
CARHR101080	AT3G24750
CARHR083950	AT3G09540
CARHR202100	AT5G11240
CARHR251350	AT4G02980
CARHR069630	AT1G76090
CARHR275680	AT5G61920
CARHR188490	AT5G24960
CARHR112070	AT2G21200
CARHR139780	AT2G44578
CARHR226580	AT4G19810
CARHR102410	AT2G04520
CARHR192210	AT5G20600
CARHR166090	AT3G56010
CARHR240720	AT4G32720
CARHR162590	AT3G52720
CARHR222600	AT4G16230
CARHR244610	AT4G36210
CARHR250090	AT4G01570
CARHR260390	AT4G09510
CARHR130930	AT2G36650
CARHR005130	AT1G05630
CARHR108900	AT4G20450
CARHR167320	AT3G57140
CARHR015200	AT1G14686
CARHR221000	AT4G14640
CARHR241130	AT4G33100
CARHR163310	AT3G53400
CARHR173590	AT5G47730
CARHR206680	AT5G06510
CARHR193390	AT5G19510
CARHR276300	AT5G62520
CARHR219430	AT4G13660
CARHR206930	AT5G06230
CARHR242720	AT4G34138
CARHR250770	AT4G02480
CARHR212470	AT4G35580
CARHR273880	AT5G60200
CARHR158290	AT3G49350
CARHR047010	AT1G63970
CARHR029180	AT1G29800
CARHR003990	AT1G04635
CARHR172350	AT3G62000
CARHR172420	AT3G62080
CARHR277500	AT5G63620
CARHR238720	AT4G30845
CARHR280060	AT5G67540
CARHR273410	AT5G59830
CARHR177460	AT5G45113
CARHR235010	AT4G27360
CARHR094960	AT3G19540
CARHR091190	AT3G16030
CARHR084600	AT3G10120
CARHR138250	AT2G43190
CARHR207880	AT5G05360
CARHR260020	AT4G09010
CARHR148510	AT3G27250
CARHR269470	AT5G56090
CARHR209820	AT5G03530
CARHR093200	AT3G17850
CARHR083370	AT3G09030
CARHR062540	AT1G69588
CARHR031440	AT1G32090
CARHR112450	AT2G21520
CARHR149640	AT3G28007
CARHR112100	AT2G21237
CARHR137030	AT2G41930
CARHR125290	AT2G31660
CARHR087590	AT3G13030
CARHR168140	AT3G57810
CARHR185890	AT5G27280
CARHR262080	AT5G40020
CARHR020710	AT1G20220
CARHR196700	AT5G16530
CARHR229370	AT4G22485
CARHR064060	AT1G70790
CARHR024250	AT1G23840
CARHR032850	AT1G33410
CARHR229910	AT4G22880
CARHR261320	AT5G40640
CARHR060760	AT1G68090
CARHR209530	AT5G03770
CARHR091220	AT3G16060
CARHR078370	AT3G04210
CARHR150590	AT3G45300
CARHR238260	AT4G30360
CARHR091990	AT3G16730
CARHR071200	AT1G77690
CARHR205810	AT5G07340
CARHR141700	AT2G46420
CARHR014920	AT1G14460
CARHR127260	AT2G33255
CARHR018240	AT1G17630
CARHR092330	AT3G17080
CARHR138430	AT2G43350
CARHR014290	AT1G13920
CARHR035490	AT1G43780
CARHR137780	AT2G42670
CARHR230960	AT4G23590
CARHR158830	AT3G49750
CARHR220600	AT4G14380
CARHR224980	AT4G18230
CARHR220350	AT4G14230
CARHR243520	AT4G35220
CARHR137960	AT2G42890
CARHR062720	AT1G69720
CARHR042790	AT1G52670
CARHR264220	AT5G51480
CARHR164330	AT3G54430
CARHR004510	AT1G05060
CARHR106080	AT2G15730
CARHR168360	AT3G58040
CARHR179260	AT5G44030
CARHR056900	AT1G65260
CARHR231560	AT4G24160
CARHR282250	ATCG00770
CARHR277930	AT5G64020
CARHR234500	AT4G26890
CARHR280460	AT5G67170
CARHR075500	AT3G01460
CARHR081650	AT3G07060
CARHR008610	AT1G08680
CARHR142390	AT2G47020
CARHR028630	AT1G29310
CARHR020400	AT1G19910
CARHR053020	AT5G65940
CARHR171990	AT3G61680
CARHR230760	AT4G23430
CARHR002640	AT1G03330
CARHR271470	AT5G57720
CARHR092620	AT3G17320
CARHR043840	AT1G53580
CARHR117160	AT2G24690
CARHR057050	AT1G65380
CARHR129170	AT2G35010
CARHR094420	AT3G19000
CARHR174540	AT5G46880
CARHR191190	AT5G22350
CARHR170060	AT3G59690
CARHR274410	AT5G60730
CARHR004770	AT1G05290
CARHR049550	AT1G62370
CARHR240910	AT4G32910
CARHR058850	AT1G66750
CARHR268570	AT5G55210
CARHR097420	AT3G21480
CARHR273590	AT5G59960
CARHR052730	AT1G60230
CARHR115100	AT2G26260
CARHR049080	AT1G62760
CARHR245560	AT4G36945
CARHR089440	AT3G14350
CARHR074050	AT1G80530
CARHR231690	AT4G24265
CARHR115450	AT2G25790
CARHR089110	AT3G14210
CARHR273300	AT5G59720
CARHR094680	AT3G19280
CARHR261570	AT5G40450
CARHR094930	AT3G19508
CARHR123660	AT2G30340
CARHR227420	AT4G20870
CARHR171190	AT3G60800
CARHR063230	AT1G70140
CARHR097120	AT3G21220
CARHR077010	AT3G02990
CARHR045410	AT1G55750
CARHR006210	AT1G06620
CARHR006640	AT1G06970
CARHR121290	AT2G28360
CARHR254870	AT4G11530
CARHR027780	AT1G28290
CARHR043150	AT1G52930
CARHR180130	AT5G43460
CARHR022360	AT1G22015
CARHR071440	AT1G77980
CARHR183320	AT5G48640
CARHR072030	AT1G78540
CARHR268710	AT5G55370
CARHR210170	AT5G03180
CARHR180670	AT5G43190
CARHR274820	AT5G61130
CARHR145820	AT2G03470
CARHR039940	AT1G49880
CARHR046500	AT1G64430
CARHR205560	AT5G07590
CARHR049880	AT3G43920
CARHR096610	AT3G20780
CARHR046850	AT1G64090
CARHR077200	AT3G03180
CARHR188440	AT5G25050
CARHR261610	AT5G40405
CARHR136560	AT2G41450
CARHR013800	AT1G13450
CARHR143250	AT2G47850
CARHR278590	AT5G64620
CARHR227370	AT4G20830
CARHR023940	AT1G23510
CARHR023410	AT1G23030
CARHR123520	AT2G30210
CARHR182810	AT5G48900
CARHR150930	AT3G45040
CARHR251080	AT4G02740
CARHR169360	AT3G58980
CARHR269420	AT5G56050
CARHR234380	AT4G26760
CARHR027250	AT1G27740
CARHR236510	AT4G28720
CARHR205360	AT5G07820
CARHR264740	AT5G51850
CARHR175940	AT5G45980
CARHR121740	AT2G28630
CARHR082770	AT3G08030
CARHR237750	AT4G29850
CARHR072780	AT1G79120
CARHR186030	AT5G27420
CARHR183490	AT5G48540
CARHR206410	AT5G06770
CARHR226170	AT4G19380
CARHR254370	AT4G11910
CARHR230610	AT4G23310
CARHR293470	AT2G17150
CARHR079200	AT3G04920
CARHR076260	AT3G02300
CARHR002910	AT1G03550
CARHR234220	AT4G26630
CARHR073560	AT1G80920
CARHR165460	AT3G55440
CARHR024140	AT1G23740
CARHR155210	AT3G46600
CARHR006610	AT1G06930
CARHR235080	AT4G27410
CARHR213340	AT5G41030
CARHR262680	AT5G39610
CARHR067800	AT1G74520
CARHR003200	AT1G03870
CARHR048680	AT1G62975
CARHR286140	AT5G48990
CARHR210690	AT3G28410
CARHR008870	AT1G08970
CARHR144150	AT2G01600
CARHR244370	AT4G35985
CARHR085330	AT3G10760
CARHR200420	AT5G13050
CARHR134270	AT2G39420
CARHR092490	AT3G17220
CARHR088240	AT3G13570
CARHR211340	AT5G02020
CARHR234060	AT4G26480
CARHR090470	AT3G15420
CARHR258350	AT5G50260
CARHR130250	AT2G35990
CARHR211610	AT5G01270
CARHR081610	AT3G07020
CARHR170240	AT3G59910
CARHR271810	AT5G58005
CARHR044230	AT1G53920
CARHR254150	AT4G12080
CARHR137490	AT2G42450
CARHR220160	AT4G14145
CARHR006920	AT1G07200
CARHR193530	AT5G19420
CARHR219230	AT4G13590
CARHR061000	AT1G68320
CARHR177730	AT5G44990
CARHR227320	AT4G20780
CARHR084430	AT3G09920
CARHR227910	AT4G21326
CARHR202350	AT5G10940
CARHR264670	AT5G51790
CARHR041550	AT1G51400
CARHR138000	AT2G42940
CARHR215460	AT5G37480
CARHR069840	AT1G76280
CARHR168560	AT3G58180
CARHR140340	AT1G65680
CARHR241680	AT4G33580
CARHR178810	AT5G44320
CARHR162960	AT3G53110
CARHR263120	AT5G39310
CARHR187540	AT5G25890
CARHR094100	AT3G18720
CARHR076910	AT3G02885
CARHR007690	AT1G07880
CARHR126900	AT2G32960
CARHR287030	AT1G31490
CARHR020800	AT1G20330
CARHR262700	AT5G39590
CARHR193340	AT5G19560
CARHR040930	AT1G50890
CARHR026120	AT1G25370
CARHR207110	AT5G06360
CARHR169190	AT3G58800
CARHR119950	AT2G27370
CARHR119480	AT2G27130
CARHR140700	AT2G45510
CARHR101410	AT3G25070
CARHR198730	AT5G14590
CARHR251800	AT4G03410
CARHR033360	AT1G33980
CARHR014640	AT1G14220
CARHR238110	AT4G30200
CARHR080190	AT3G05727
CARHR210850	AT5G02510
CARHR138550	AT2G43465
CARHR114220	AT2G22910
CARHR074510	AT1G79970
CARHR154030	AT3G29310
CARHR120500	AT2G27800
CARHR285780	AT5G59410
CARHR016270	AT1G15780
CARHR093530	AT3G18200
CARHR087410	AT3G12890
CARHR030540	AT1G31010
CARHR294020	AT4G38230
CARHR258300	AT5G50280
CARHR022950	AT1G22570
CARHR141250	AT2G45980
CARHR095260	AT3G19740
CARHR281690	AT5G66060
CARHR019650	AT1G19025
CARHR241970	AT4G33880
CARHR002000	AT1G02700
CARHR199530	AT5G13900
CARHR128940	AT2G34780
CARHR065120	AT1G72280
CARHR036620	AT1G46768
CARHR253150	AT4G04330
CARHR161920	AT3G52160
CARHR287630	AT5G41580
CARHR061400	AT1G68600
CARHR241050	AT4G33040
CARHR064650	AT1G71380
CARHR010050	AT1G09935
CARHR130730	AT2G36430
CARHR010720	AT1G10560
CARHR080990	AT3G06450
CARHR134540	AT2G39705
CARHR085740	AT3G11170
CARHR226930	AT4G20090
CARHR010500	AT1G10370
CARHR086240	AT3G11690
CARHR229740	AT4G22770
CARHR284650	AT5G48910
CARHR252000	AT4G03565
CARHR061100	AT3G23890
CARHR094570	AT3G19170
CARHR002340	AT1G03220
CARHR129280	AT2G35120
CARHR191000	AT5G22555
CARHR288350	AT1G35180
CARHR132690	AT2G38110
CARHR191950	AT5G20900
CARHR044900	AT1G55250
CARHR012380	AT1G12030
CARHR243800	AT4G35470
CARHR250250	AT4G01430
CARHR135690	AT2G40600
CARHR181660	AT5G42750
CARHR195240	AT5G17880
CARHR001200	AT1G01260
CARHR229430	AT4G22540
CARHR109220	AT2G18630
CARHR212860	AT5G41610
CARHR212640	AT5G41910
CARHR280160	AT5G67430
CARHR087400	AT3G12880
CARHR062800	AT1G69740
CARHR141280	AT2G46020
CARHR162780	AT3G52900
CARHR064470	AT1G71160
CARHR176710	AT5G45360
CARHR193950	AT5G19040
CARHR158660	AT3G49620
CARHR290740	AT4G16110
CARHR245150	AT4G36790
CARHR273760	AT5G60120
CARHR217120	AT5G32450
CARHR166580	AT3G56460
CARHR113620	AT2G22430
CARHR113190	AT1G33020
CARHR030810	AT1G31340
CARHR232770	AT4G25360
CARHR128360	AT2G34260
CARHR083780	AT3G09390
CARHR198980	AT5G14345
CARHR241890	AT4G33800
CARHR268020	AT5G54710
CARHR272090	AT5G03340
CARHR121100	AT2G28210
CARHR271260	AT5G57480
CARHR027410	AT1G27980
CARHR017490	AT1G16980
CARHR008050	AT1G08220
CARHR149070	AT3G27650
CARHR280550	AT5G67100
CARHR237820	AT4G29910
CARHR031630	AT1G32260
CARHR266970	AT5G53830
CARHR115930	AT5G41510
CARHR231080	AT4G23690
CARHR083560	AT3G09220
CARHR031140	AT1G31814
CARHR269360	AT5G55990
CARHR013380	AT1G13050
CARHR019870	AT1G19270
CARHR208510	AT5G04770
CARHR267280	AT5G54090
CARHR267930	AT5G54620
CARHR070520	AT1G77010
CARHR102190	AT1G04380
CARHR131880	AT2G37670
CARHR146720	AT3G25805
CARHR056040	AT1G54870
CARHR118450	AT2G26340
CARHR063540	AT1G70370
CARHR113990	AT2G22690
CARHR148700	AT3G27380
CARHR071920	AT1G78400
CARHR251690	AT4G03240
CARHR071690	AT1G78230
CARHR085810	AT3G11250
CARHR014600	AT1G14190
CARHR011890	AT5G28237
CARHR034660	AT1G36050
CARHR018580	AT1G17970
CARHR163780	AT3G53880
CARHR005580	AT1G06060
CARHR117280	AT4G00260
CARHR225910	AT4G19006
CARHR160850	AT3G51270
CARHR197400	AT5G15910
CARHR258510	AT5G50120
CARHR043300	AT1G53070
CARHR179030	AT5G44210
CARHR001690	AT1G02370
CARHR079440	AT3G05120
CARHR142280	AT2G46930
CARHR190750	AT5G22820
CARHR142930	AT2G47520
CARHR035390	AT1G43580
CARHR029510	AT1G29930
CARHR164520	AT3G54620
CARHR013030	AT1G12740
CARHR164830	AT3G54850
CARHR158620	AT3G49600
CARHR220030	AT4G14020
CARHR131340	AT2G36885
CARHR290940	AT1G71820
CARHR291850	AT5G38460
CARHR064380	AT1G71090
CARHR003830	AT1G04490
CARHR009130	AT1G09190
CARHR246830	AT4G39870
CARHR256830	AT5G51190
CARHR169170	AT3G58780
CARHR071070	AT1G77540
CARHR008260	AT1G08390
CARHR028930	AT1G29540
CARHR023770	AT1G23320
CARHR078520	AT3G04340
CARHR018050	AT1G17455
CARHR011090	AT1G10870
CARHR018720	AT1G18160
CARHR226630	AT4G19850
CARHR145100	AT2G02570
CARHR163430	AT3G53520
CARHR267380	AT5G54170
CARHR027060	AT1G27460
CARHR221740	AT4G15053
CARHR005360	AT1G05830
CARHR017800	AT1G17220
CARHR068400	AT1G75080
CARHR068150	AT1G74840
CARHR262140	AT5G39990
CARHR220290	AT4G14210
CARHR125330	AT1G80560
CARHR174710	AT5G46790
CARHR200510	AT5G12940
CARHR272790	AT5G58860
CARHR164780	AT3G54830
CARHR004180	AT1G04790
CARHR116480	AT2G25180
CARHR172650	AT3G62310
CARHR052030	AT1G60980
CARHR156720	AT3G48000
CARHR205020	AT5G08160
CARHR256160	AT4G10480
CARHR143730	AT2G01190
CARHR009310	AT1G09340
CARHR204770	AT5G08330
CARHR081550	AT3G06950
CARHR013290	AT1G12940
CARHR008400	AT1G08510
CARHR175000	AT5G46580
CARHR098040	AT3G22160
CARHR088470	AT3G13740
CARHR057310	AT1G65580
CARHR200210	AT5G13240
CARHR171070	AT3G60670
CARHR095480	AT3G19950
CARHR260810	AT4G09820
CARHR258180	AT5G50330
CARHR148850	AT3G27470
CARHR276070	AT5G62290
CARHR142420	AT2G47060
CARHR146960	AT3G25980
CARHR160200	AT3G50685
CARHR276950	AT5G63120
CARHR171250	AT3G60860
CARHR054960	AT1G56580
CARHR186070	AT5G27460
CARHR285010	AT5G42250
CARHR009860	AT1G09840
CARHR101150	AT3G24800
CARHR086100	AT3G11550
CARHR093100	AT3G17760
CARHR224350	AT4G17620
CARHR272240	AT5G58410
CARHR106470	AT2G16250
CARHR143080	AT2G47690
CARHR205970	AT5G07180
CARHR201290	AT5G11870
CARHR165470	AT3G55450
CARHR201380	AT5G11800
CARHR245450	AT4G37070
CARHR089870	AT3G14930
CARHR188810	AT5G24650
CARHR115590	AT2G25660
CARHR032620	AT1G33260
CARHR219060	AT4G13420
CARHR045620	AT1G55910
CARHR190970	AT5G22580
CARHR146260	AT2G03870
CARHR186760	AT5G26800
CARHR094370	AT3G18950
CARHR144830	AT2G02160
CARHR088650	AT3G13860
CARHR007060	AT1G07350
CARHR190200	AT5G23340
CARHR126220	AT2G32400
CARHR259440	AT2G42340
CARHR214740	AT5G38030
CARHR022130	AT1G21740
CARHR012540	AT1G12240
CARHR122020	AT2G28870
CARHR179740	AT5G43745
CARHR090860	AT3G15770
CARHR268250	AT5G54910
CARHR137570	AT2G42500
CARHR262550	AT5G39710
CARHR134840	AT2G39920
CARHR058190	AT1G66250
CARHR026330	AT1G25230
CARHR294370	AT4G38650
CARHR156880	AT3G48160
CARHR187140	AT5G26230
CARHR245220	AT4G36860
CARHR042160	AT1G52000
CARHR257170	AT5G51020
CARHR067650	AT1G74390
CARHR000250	AT1G02080
CARHR067120	AT1G73990
CARHR231220	AT4G23840
CARHR285580	AT5G59040
CARHR189640	AT5G23920
CARHR280690	AT5G66990
CARHR227740	AT4G21160
CARHR191580	AT5G21950
CARHR249750	AT4G01935
CARHR059820	AT1G67325
CARHR066520	AT1G73500
CARHR078940	AT3G04710
CARHR019090	AT1G18485
CARHR082900	AT3G08600
CARHR066830	AT1G73760
CARHR236700	AT4G28950
CARHR190980	AT5G22570
CARHR072570	AT1G78955
CARHR272780	AT5G58850
CARHR170650	AT3G60330
CARHR203740	AT5G09650
CARHR007200	AT1G07460
CARHR212540	AT5G42020
CARHR012600	AT1G12290
CARHR254520	AT4G11790
CARHR192560	AT5G20270
CARHR279720	AT5G65720
CARHR054340	AT1G57790
CARHR058440	AT1G66520
CARHR180880	AT5G43100
CARHR103030	AT2G05160
CARHR290030	AT4G15620
CARHR161550	AT3G51920
CARHR223710	AT4G17140
CARHR045250	AT1G55550
CARHR147610	AT3G26600
CARHR285910	AT5G06430
CARHR089300	AT3G14460
CARHR165070	AT3G55050
CARHR201920	AT5G11340
CARHR125490	AT2G31800
CARHR098720	AT3G43540
CARHR255920	AT4G10650
CARHR271570	AT5G57830
CARHR103310	AT2G04840
CARHR045330	AT1G55630
CARHR149320	AT3G27850
CARHR152540	AT3G43120
CARHR209060	AT5G04200
CARHR223250	AT4G16720
CARHR243650	AT4G35320
CARHR101440	AT3G25120
CARHR066740	AT1G73670
CARHR271920	AT5G58100
CARHR098020	AT3G22150
CARHR090280	AT3G15300
CARHR044570	AT1G54200
CARHR086490	AT3G11945
CARHR099550	AT3G23620
CARHR247720	AT4G39030
CARHR110410	AT2G19990
CARHR095420	AT3G19895
CARHR278330	AT5G64390
CARHR203290	AT5G10020
CARHR203560	AT3G29410
CARHR093810	AT3G18460
CARHR277940	AT5G64030
CARHR127170	AT2G33190
CARHR109410	AT2G18850
CARHR093570	AT3G18220
CARHR149810	AT3G28200
CARHR257340	AT5G50920
CARHR013630	AT1G13250
CARHR085240	AT3G10660
CARHR246160	AT4G37770
CARHR131500	AT2G37020
CARHR139970	AT2G44745
CARHR097480	AT3G21530
CARHR033170	AT1G33770
CARHR206310	AT5G06860
CARHR021030	AT1G20560
CARHR021810	AT1G21430
CARHR225770	AT4G18890
CARHR024860	AT1G27050
CARHR128550	AT2G34470
CARHR040210	AT1G50180
CARHR010180	AT1G10070
CARHR030480	AT1G30910
CARHR263040	AT5G39350
CARHR135550	AT2G40435
CARHR243450	AT4G35140
CARHR075340	AT3G01560
CARHR124850	AT2G31260
CARHR051440	AT1G57570
CARHR135080	AT2G40110
CARHR017640	AT1G17100
CARHR173350	AT1G59560
CARHR165690	AT3G55630
CARHR006000	AT1G06390
CARHR131640	AT2G37130
CARHR006550	AT1G06870
CARHR073220	AT1G79560
CARHR100210	AT3G24020
CARHR261390	AT5G40590
CARHR233790	AT4G26240
CARHR269300	AT5G55930
CARHR013550	AT1G13180
CARHR208670	AT5G04620
CARHR251970	AT4G03540
CARHR242210	AT4G34100
CARHR060960	AT1G68260
CARHR140390	AT2G45170
CARHR037700	AT1G48050
CARHR069430	AT1G75880
CARHR192050	AT5G20810
CARHR103250	AT2G05580
CARHR166520	AT3G56370
CARHR133860	AT4G34060
CARHR252470	AT4G05090
CARHR162200	AT3G52430
CARHR222590	AT4G16210
CARHR244580	AT4G36160
CARHR019890	AT1G19300
CARHR258680	AT5G50010
CARHR263670	AT5G38880
CARHR092140	AT3G16870
CARHR027880	AT1G28380
CARHR167690	AT3G57470
CARHR098540	AT3G22660
CARHR198750	AT5G14570
CARHR087080	AT3G12580
CARHR195580	AT5G17600
CARHR065240	AT1G72330
CARHR017020	AT1G16540
CARHR039220	AT1G49200
CARHR135880	AT2G40780
CARHR135330	AT2G40270
CARHR283410	AT2G07667
CARHR242520	AT4G34265
CARHR242290	AT4G34450
CARHR289860	AT1G56320
CARHR269190	AT5G55820
CARHR083970	AT3G09560
CARHR186630	AT5G26940
CARHR213330	AT5G41040
CARHR158100	AT3G49240
CARHR071650	AT1G78180
CARHR281750	AT5G66010
CARHR029210	AT1G30220
CARHR235330	AT4G27630
CARHR083650	AT3G09290
CARHR202160	AT5G11140
CARHR156340	AT3G47660
CARHR223090	AT4G16590
CARHR286460	AT2G14750
CARHR192580	AT5G20250
CARHR021470	AT1G21000
CARHR127290	AT2G33270
CARHR145110	AT2G02590
CARHR189450	AT5G24130
CARHR189620	AT5G23940
CARHR077510	AT3G03490
CARHR199910	AT5G13530
CARHR206030	AT5G07100
CARHR240180	AT4G32285
CARHR084190	AT3G09760
CARHR030150	AT1G30680
CARHR266590	AT5G53470
CARHR207530	AT5G05750
CARHR108320	AT5G42460
CARHR148280	AT3G27060
CARHR141620	AT2G46340
CARHR206910	AT5G06210
CARHR051910	AT1G60870
CARHR185260	AT5G28646
CARHR189360	AT5G24160
CARHR155180	AT3G46630
CARHR190690	AT5G22870
CARHR055920	AT1G54790
CARHR125100	AT2G31450
CARHR026930	AT1G27350
CARHR267630	AT5G54370
CARHR047070	AT1G63900
CARHR037870	AT1G48240
CARHR134680	AT2G39800
CARHR021170	AT1G20720
CARHR033820	AT1G34360
CARHR294090	AT4G38350
CARHR197500	AT5G15820
CARHR046710	AT1G64220
CARHR229680	AT4G22750
CARHR126340	AT2G32510
CARHR060290	AT1G67700
CARHR088430	AT3G13690
CARHR000890	AT1G01480
CARHR038100	AT1G48470
CARHR240990	AT4G32980
CARHR091420	AT3G16230
CARHR034470	AT1G35680
CARHR268140	AT5G54800
CARHR118960	AT2G26780
CARHR136880	AT2G41800
CARHR225530	AT4G18670
CARHR128080	AT2G34010
CARHR132730	AT2G38140
CARHR138230	AT2G43160
CARHR084370	AT3G09860
CARHR141200	AT2G45920
CARHR087520	AT3G12980
CARHR083350	AT3G09010
CARHR144230	AT2G01660
CARHR142630	AT2G47240
CARHR100690	AT3G24540
CARHR220190	AT4G14160
CARHR206010	AT5G07130
CARHR062520	AT1G69570
CARHR031460	AT1G32120
CARHR015890	AT1G15360
CARHR201560	AT5G11660
CARHR085040	AT3G10525
CARHR234130	AT4G26550
CARHR122840	AT2G29510
CARHR147120	AT3G26115
CARHR033220	AT1G33811
CARHR060030	AT1G67480
CARHR024270	AT1G23870
CARHR264810	AT5G51890
CARHR064040	AT1G70780
CARHR060740	AT1G68080
CARHR212940	AT5G41390
CARHR137600	AT2G42520
CARHR279200	AT5G65250
CARHR182650	AT5G49070
CARHR229970	AT4G22930
CARHR194390	AT5G18640
CARHR280500	AT5G67150
CARHR140880	AT2G45660
CARHR028030	AT1G28550
CARHR071260	AT1G77750
CARHR018910	AT1G18330
CARHR174150	AT5G47210
CARHR293830	AT5G64940
CARHR018260	AT1G17650
CARHR281110	AT5G66631
CARHR163330	AT3G53430
CARHR005110	AT1G05610
CARHR153490	AT3G30390
CARHR081150	AT3G06610
CARHR221020	AT4G14660
CARHR199780	AT5G13660
CARHR158810	AT3G49740
CARHR261300	AT5G40650
CARHR198690	AT5G14620
CARHR062290	AT1G69410
CARHR137900	AT2G42820
CARHR164640	AT3G54720
CARHR168340	AT3G58020
CARHR009670	AT1G09700
CARHR164310	AT3G54400
CARHR009850	AT1G09830
CARHR271440	AT5G57685
CARHR147370	AT3G26360
CARHR216380	AT5G36710
CARHR213320	AT5G41050
CARHR231500	AT4G24100
CARHR089680	AT3G14740
CARHR000400	AT1G01950
CARHR191770	AT5G21100
CARHR280440	AT5G67190
CARHR191800	AT5G21070
CARHR131940	AT2G37640
CARHR239070	AT4G31160
CARHR008670	AT1G08750
CARHR257370	AT5G50890
CARHR092750	AT3G17430
CARHR156410	AT3G47730
CARHR092340	AT3G17090
CARHR150310	AT3G45420
CARHR225270	AT1G36280
CARHR036280	AT1G45201
CARHR043820	AT1G53570
CARHR092190	AT3G16910
CARHR106860	AT2G16640
CARHR004790	AT1G05300
CARHR174520	AT5G46910
CARHR058830	AT1G66730
CARHR229250	AT4G22340
CARHR081670	AT3G07080
CARHR049530	AT1G62400
CARHR240930	AT4G32920
CARHR084640	AT3G10160
CARHR136760	AT2G41680
CARHR244620	AT4G36220
CARHR089460	AT3G14330
CARHR052750	AT1G60200
CARHR115120	AT2G26280
CARHR115430	AT2G25810
CARHR157790	AT3G48980
CARHR014460	AT1G14080
CARHR139500	AT2G44340
CARHR014030	AT5G43690
CARHR266270	AT5G53200
CARHR209920	AT5G03420
CARHR274660	AT5G60970
CARHR098630	AT3G22790
CARHR138900	AT2G43710
CARHR093140	AT3G17790
CARHR291250	AT1G71430
CARHR209240	AT5G04040
CARHR063210	AT1G70110
CARHR232980	AT4G25560
CARHR186150	AT5G27620
CARHR072010	AT1G78520
CARHR092770	AT3G17450
CARHR079040	AT3G04790
CARHR092990	AT3G17660
CARHR017990	AT1G17400
CARHR025900	AT1G25550
CARHR196270	AT5G16890
CARHR139830	AT2G44610
CARHR073760	AT1G80730
CARHR025300	AT1G26665
CARHR046520	AT1G64400
CARHR025650	AT1G26260
CARHR247900	AT4G38840
CARHR180650	AT5G43230
CARHR127610	AT2G33585
CARHR187680	AT5G25752
CARHR032160	AT1G32780
CARHR188460	AT5G24970
CARHR238360	AT4G30470
CARHR077880	AT3G03810
CARHR143270	AT2G47880
CARHR282550	ATCG01270
CARHR199680	AT5G13760
CARHR292500	AT3G28460
CARHR013820	AT1G13470
CARHR123500	AT2G30200
CARHR182870	AT5G48850
CARHR169430	AT3G59020
CARHR023430	AT1G23050
CARHR169340	AT5G38386
CARHR239010	AT4G31100
CARHR204980	AT5G08200
CARHR082750	AT3G08020
CARHR192870	AT5G19980
CARHR082020	AT3G07370
CARHR269990	AT5G56420
CARHR175920	AT5G46020
