AT1G06190	CARHR005720
AT2G19230	CARHR109680
AT5G22740	CARHR190850
AT5G59370	CARHR285740
AT1G22400	CARHR022750
AT2G39250	CARHR133990
AT2G21430	CARHR112340
AT5G40190	CARHR261950
AT4G08840	CARHR259790
AT1G68290	CARHR060970
AT2G14050	CARHR104240
AT5G66730	CARHR280990
AT1G10110	CARHR009060
AT2G45790	CARHR141060
AT1G05860	CARHR005400
AT2G06850	CARHR103890
AT1G72510	CARHR065450
AT1G09290	CARHR009260
AT4G30170	CARHR238070
AT2G29980	CARHR123220
AT5G37730	CARHR215090
AT5G50130	CARHR258500
AT3G51490	CARHR161070
AT3G48750	CARHR157500
AT1G80140	CARHR074350
AT1G02720	CARHR002020
AT2G17265	CARHR293610
AT1G25570	CARHR025880
AT2G44260	CARHR139430
AT1G14940	CARHR015470
AT5G18760	CARHR194230
AT1G61490	CARHR051100
AT5G06950	CARHR206200
AT5G64830	CARHR278840
AT4G32190	CARHR240120
AT1G04400	CARHR003740
AT4G10465	CARHR256180
AT1G52340	CARHR042470
AT5G63560	CARHR277420
AT1G52342	CARHR042480
AT1G52343	CARHR042490
AT2G05170	CARHR103040
AT4G18670	CARHR225530
AT4G11000	CARHR223630
AT3G58320	CARHR168880
AT4G36680	CARHR245040
AT2G16250	CARHR106470
AT3G03550	CARHR077560
AT5G04740	CARHR208550
AT3G03000	CARHR077020
AT2G38450	CARHR133130
AT4G23500	CARHR230840
AT2G35240	CARHR129390
AT5G19840	CARHR193040
AT3G14350	CARHR089440
AT3G07070	CARHR081660
AT1G43160	CARHR035300
AT1G08760	CARHR008680
AT2G45240	CARHR140460
AT1G08090	CARHR007910
AT2G34030	CARHR128110
AT1G19660	CARHR020180
AT1G15320	CARHR015850
AT3G22160	CARHR098040
AT1G19840	CARHR020340
AT5G23020	CARHR190520
AT4G38370	CARHR294110
AT5G58680	CARHR272590
AT1G02850	CARHR002190
AT5G22140	CARHR191390
AT1G31650	CARHR286960
AT3G26950	CARHR148130
AT1G75980	CARHR069510
AT3G23560	CARHR099480
AT2G31840	CARHR125530
AT5G25570	CARHR187800
AT4G18710	CARHR225570
AT1G04760	CARHR004140
AT5G45460	CARHR176560
AT3G55400	CARHR165410
AT3G27415	CARHR148760
AT5G61400	CARHR275160
AT3G27410	CARHR148750
AT3G03720	CARHR077780
AT1G27595	CARHR134210
AT4G27060	CARHR234710
AT2G30860	CARHR124340
AT5G05130	CARHR208140
AT1G27590	CARHR027140
AT5G17800	CARHR195370
AT4G08770	CARHR259730
AT1G01580	CARHR000770
AT4G34830	CARHR243120
AT3G25670	CARHR288530
AT1G35730	CARHR120210
AT5G27710	CARHR186230
AT4G02425	CARHR250690
AT5G67060	CARHR280590
AT3G26230	CARHR147260
AT2G33980	CARHR128050
AT4G21100	CARHR227680
AT3G47450	CARHR156090
AT2G15890	CARHR106220
AT3G49055	CARHR157880
AT3G49500	CARHR158500
AT2G23360	CARHR292990
AT3G42770	CARHR152860
AT1G56080	CARHR045800
AT1G55280	CARHR044940
AT1G59700	CARHR053490
AT3G23780	CARHR094240
AT2G40860	CARHR135980
AT4G17470	CARHR224080
AT2G24800	CARHR294560
AT5G35680	CARHR217040
AT2G03760	CARHR146510
AT5G60640	CARHR274320
AT5G42660	CARHR181570
AT2G22360	CARHR113570
AT5G43970	CARHR179430
AT1G03980	CARHR003310
AT3G15355	CARHR090390
AT3G60460	CARHR170810
AT5G63040	CARHR276840
AT1G09380	CARHR009340
AT1G03457	CARHR002830
AT3G15352	CARHR090370
AT3G15353	CARHR090380
AT2G35630	CARHR129850
AT4G11330	CARHR255250
AT3G07690	CARHR082400
AT2G19740	CARHR110190
AT3G10730	CARHR085310
AT2G35635	CARHR129860
AT5G57860	CARHR271600
AT2G03850	CARHR146250
AT1G01630	CARHR000720
AT3G56470	CARHR166590
AT3G51010	CARHR160590
AT1G58250	CARHR053740
AT3G18165	CARHR093490
AT4G15650	CARHR290050
AT5G08070	CARHR205110
AT4G22100	CARHR228900
AT1G62710	CARHR049130
AT4G19100	CARHR225980
AT2G03980	CARHR146310
AT2G20470	CARHR111020
AT5G53370	CARHR266490
AT3G09260	CARHR083610
AT1G67890	CARHR060540
AT3G04520	CARHR078710
AT5G39550	CARHR058000
AT3G09330	CARHR083700
AT1G67230	CARHR059690
AT5G67600	CARHR279990
AT3G26090	CARHR147090
AT5G41610	CARHR212860
AT1G77580	CARHR071090
AT3G15160	CARHR090140
AT3G05690	CARHR080140
AT3G05120	CARHR079440
AT5G44130	CARHR179140
AT2G37550	CARHR132060
AT4G29420	CARHR237240
AT1G31160	CARHR030630
AT1G03180	CARHR002520
AT2G47530	CARHR142940
AT1G76980	CARHR070490
AT4G18940	CARHR225820
AT4G25370	CARHR232780
AT3G61150	CARHR171430
AT5G47720	CARHR173600
AT3G24030	CARHR100200
AT4G24530	CARHR231930
AT1G66940	CARHR059190
AT3G60600	CARHR171020
AT3G10950	CARHR085530
AT3G29035	CARHR152150
AT4G21865	CARHR228620
AT1G79750	CARHR074690
AT5G48110	CARHR057360
AT4G21860	CARHR228610
AT3G24780	CARHR148470
AT2G33360	CARHR127360
AT5G20290	CARHR192540
AT4G12020	CARHR254260
AT5G61410	CARHR275170
AT4G19040	CARHR225940
AT1G67090	CARHR059540
AT2G23580	CARHR217760
AT4G22360	CARHR229270
AT1G06000	CARHR005520
AT2G13600	CARHR104800
AT5G06440	CARHR206750
AT1G25275	CARHR026260
AT3G25920	CARHR146910
AT5G11970	CARHR201160
AT2G27290	CARHR119830
AT3G50760	CARHR160270
AT5G61320	CARHR275080
AT1G78800	CARHR072350
AT1G09960	CARHR010080
AT5G55910	CARHR269280
AT3G05345	CARHR079690
AT5G07790	CARHR205390
AT3G05340	CARHR079700
AT5G07240	CARHR205900
AT4G22940	CARHR229980
AT2G01610	CARHR144180
AT5G56900	CARHR270650
AT3G47100	CARHR155730
AT3G18570	CARHR093950
AT3G50940	CARHR160520
AT1G17550	CARHR018160
AT1G24460	CARHR026670
AT2G03140	CARHR152570
AT4G02990	CARHR251380
AT4G10340	CARHR256300
AT3G10380	CARHR084860
AT1G28260	CARHR027750
AT3G14400	CARHR089380
AT5G49300	CARHR182300
AT1G16970	CARHR017480
AT3G20150	CARHR095700
AT4G01230	CARHR249070
AT3G18860	CARHR094310
AT1G26870	CARHR025090
AT1G05140	CARHR004610
AT4G32850	CARHR240850
AT4G29130	CARHR236860
AT3G02380	CARHR076360
AT2G02580	CARHR147340
AT1G29790	CARHR029170
AT3G09000	CARHR083340
AT5G22810	CARHR190760
AT2G47350	CARHR142740
AT3G07600	CARHR082300
AT5G61980	CARHR275780
AT1G51700	CARHR041860
AT4G21280	CARHR227860
AT4G28556	CARHR236340
AT5G48840	CARHR182880
AT1G52500	CARHR042600
AT3G56060	CARHR166130
AT4G12680	CARHR218010
AT2G21185	CARHR112040
AT3G08650	CARHR082950
AT1G30690	CARHR030160
AT2G21180	CARHR112030
AT1G45010	CARHR036190
AT4G16190	CARHR222560
AT4G22810	CARHR229840
AT2G38840	CARHR133570
AT5G20870	CARHR191980
AT1G12450	CARHR012740
AT5G15700	CARHR197640
AT3G51280	CARHR160860
AT4G37310	CARHR245710
AT1G80170	CARHR074310
AT4G37640	CARHR246020
AT4G32540	CARHR240510
AT2G02760	CARHR145200
AT1G07350	CARHR007060
AT1G75060	CARHR068390
AT3G17320	CARHR092620
AT1G23330	CARHR023780
AT2G43540	CARHR138660
AT5G44390	CARHR178710
AT1G64810	CARHR056230
AT3G62970	CARHR173260
AT3G01330	CARHR075650
AT5G49710	CARHR259070
AT5G37450	CARHR215590
AT5G66120	CARHR281630
AT2G45960	CARHR141230
AT4G14680	CARHR221060
AT5G26120	CARHR208230
AT1G10320	CARHR010450
AT5G45910	CARHR176050
AT1G65630	CARHR057460
AT3G53140	CARHR162990
AT1G65140	CARHR056660
AT5G42490	CARHR181870
AT4G04340	CARHR253100
AT1G06910	CARHR006580
AT4G35640	CARHR243970
AT2G13630	CARHR078870
AT5G50960	CARHR257250
AT2G05910	CARHR103520
AT4G18910	CARHR225790
ATMG00620	CARHR282700
AT5G02560	CARHR210800
AT3G07350	CARHR082000
AT3G09922	CARHR084440
AT1G21660	CARHR022010
AT3G09920	CARHR084430
AT4G02220	CARHR250440
AT4G00750	CARHR248920
AT3G20557	CARHR096340
AT5G50300	CARHR258250
AT3G20550	CARHR096320
AT3G13600	CARHR088300
AT3G63440	CARHR291530
AT1G23000	CARHR023380
AT2G43890	CARHR139080
AT3G52890	CARHR162760
AT3G10160	CARHR084640
AT3G58530	CARHR168930
AT5G43420	CARHR180180
AT3G27240	CARHR148500
AT1G75200	CARHR068530
AT5G06900	CARHR206260
AT2G37090	CARHR131600
AT1G73540	CARHR066540
AT2G33230	CARHR127240
AT5G03740	CARHR209560
AT3G63400	CARHR291570
AT3G28860	CARHR151870
AT1G31920	CARHR031260
AT1G05360	CARHR004870
AT3G12520	CARHR087010
AT3G19720	CARHR095250
AT4G37470	CARHR245870
AT5G43070	CARHR180920
AT1G73000	CARHR065970
AT2G18520	CARHR109130
AT2G30040	CARHR123340
AT2G35030	CARHR129190
AT2G45490	CARHR140680
AT1G73440	CARHR248180
AT5G19610	CARHR064710
AT5G62370	CARHR276150
AT3G22260	CARHR098160
AT5G22360	CARHR191170
AT1G76140	CARHR069690
AT2G34200	CARHR128290
AT4G22666	CARHR229550
AT2G39630	CARHR134480,CARHR134470
AT2G20270	CARHR110750
AT5G15510	CARHR197800
AT4G05160	CARHR252390
AT2G25180	CARHR116480
AT1G09610	CARHR009590
AT4G22660	CARHR229030
AT2G37890	CARHR132440
AT5G55140	CARHR268500
AT4G11120	CARHR255460
AT2G42940	CARHR138000
AT5G13610	CARHR199830
AT4G34660	CARHR242970
AT1G20823	CARHR021250
AT4G33810	CARHR241900
AT4G38890	CARHR247870
AT4G34370	CARHR242400
AT1G57700	CARHR054480
AT3G48590	CARHR157380
AT3G17500	CARHR151680
AT3G45610	CARHR150010
AT2G38540	CARHR133220
AT5G41680	CARHR272980
AT5G27520	CARHR186090
AT1G21080	CARHR021530
AT4G39050	CARHR247700
AT3G61720	CARHR096630
AT5G43170	CARHR180740
AT5G01920	CARHR212270
AT2G20110	CARHR110630
AT1G01350	CARHR001090
AT1G53750	CARHR044050
AT1G32180	CARHR031550
AT3G52230	CARHR162000
AT2G04530	CARHR102420
AT3G52540	CARHR162320
AT5G37690	CARHR215140
AT5G18610	CARHR194410
AT5G41370	CARHR212960
AT5G06265	CARHR206980
AT4G31760	CARHR239660
AT3G13920	CARHR088730
AT2G47590	CARHR142990
AT2G18910	CARHR109470
AT1G78240	CARHR071700
AT4G20420	CARHR227250
AT2G41020	CARHR136140
AT2G14760	CARHR284750
AT2G01300	CARHR143830
AT5G49410	CARHR182120
AT3G16920	CARHR092200
AT1G61640	CARHR050720
AT3G12030	CARHR086590
AT1G79030	CARHR072700
AT1G74000	CARHR067140
AT5G22350	CARHR191190
AT1G04650	CARHR004030
AT4G10850	CARHR255760
AT3G07195	CARHR081840
AT1G21880	CARHR022230
AT4G15480	CARHR222250
AT1G27450	CARHR027050
AT3G07190	CARHR081830
AT2G14260	CARHR105280
AT1G33610	CARHR033100
ATCG01250	CARHR282530
AT1G08370	CARHR008250
AT5G04490	CARHR208780
AT3G63170	CARHR173490
AT5G23400	CARHR190100
AT5G52810	CARHR265740
AT3G02260	CARHR076230
AT1G11180	CARHR011400
AT4G15680	CARHR290080
AT2G15790	CARHR106170
AT5G67470	CARHR280120
AT1G80880	CARHR073590
ATMG01280	CARHR283480
AT2G01110	CARHR143660
AT2G41790	CARHR136870
AT4G27410	CARHR235080
AT1G18250	CARHR018800
AT1G36390	CARHR035040
AT3G02010	CARHR074950
AT3G02540	CARHR076540
AT3G24800	CARHR101150
AT1G14205	CARHR014620
AT3G23240	CARHR099190
AT4G25550	CARHR232970
AT2G36890	CARHR131350
AT2G32910	CARHR055770
AT3G58650	CARHR169040
AT5G03510	CARHR209840
AT3G58450	CARHR168840
AT5G14170	CARHR199160
AT5G10120	CARHR203170
AT3G11710	CARHR086260
AT1G48140	CARHR037780
AT1G05290	CARHR004770
AT1G05291	CARHR004780
AT5G64840	CARHR278850
AT3G55240	CARHR165240
AT5G13690	CARHR199750
AT5G53010	CARHR266020
AT2G23770	CARHR263820
AT5G39960	CARHR262220
AT3G22310	CARHR098210
AT1G77110	CARHR070590
AT5G62380	CARHR276160
AT5G18700	CARHR194300
AT2G36070	CARHR130310
AT4G16680	CARHR223200
AT5G11610	CARHR201610
AT5G61420	CARHR275180
AT1G44820	CARHR036070
AT4G27740	CARHR235460
AT3G44960	CARHR151010
AT1G80770	CARHR073710
AT4G14820	CARHR221380
AT1G52080	CARHR042240
AT1G64500	CARHR046450
AT3G55010	CARHR165020
AT2G21600	CARHR112550
AT1G22210	CARHR022560
AT1G74800	CARHR068120
AT5G10690	CARHR202630
AT4G09640	CARHR260500
AT4G23190	CARHR230300
AT5G28690	CARHR185300
AT3G54670	CARHR164590
AT5G58070	CARHR271880
AT5G54670	CARHR267980
AT5G05090	CARHR208180
AT1G28070	CARHR027520
AT1G48360	CARHR037970
AT1G32870	CARHR032220
AT1G74450	CARHR067720
AT4G34430	CARHR242310
AT5G63930	CARHR056180
AT4G30960	CARHR238860
AT5G38895	CARHR263640
AT2G44450	CARHR139610
AT5G24380	CARHR189040
AT1G80410	CARHR074830
AT2G36110	CARHR130350
AT1G73480	CARHR066510
AT1G44790	CARHR036050
AT4G00480	CARHR248590
AT1G02110	CARHR000220
AT1G75840	CARHR069390
AT2G33500	CARHR127510
AT1G52880	CARHR043100
AT4G26100	CARHR233620
AT1G55365	CARHR045030
AT1G63720	CARHR047610
AT4G08040	CARHR259250
AT1G03860	CARHR003190
AT4G23990	CARHR259700
AT2G40510	CARHR135680
AT5G42130	CARHR284310
AT1G13000	CARHR013340
AT1G68710	CARHR061520
AT1G33470	CARHR032900
AT1G17030	CARHR017560
AT1G33475	CARHR032910
AT5G43950	CARHR179450
AT1G68840	CARHR061680
AT4G27670	CARHR235400
AT5G40405	CARHR261610
AT1G32700	CARHR032090
AT3G28410	CARHR210690
AT1G16780	CARHR017240
AT1G12200	CARHR012510
AT3G09450	CARHR083860
AT1G62410	CARHR049510
AT3G44060	CARHR151200
AT4G32440	CARHR240360
AT5G14410	CARHR198900
AT2G02970	CARHR145390
AT1G23100	CARHR023480
AT3G59390	CARHR169780
AT5G10500	CARHR202790
AT3G05590	CARHR080020
AT1G63090	CARHR048420
AT4G14800	CARHR221350
AT3G46190	CARHR154580
AT5G14880	CARHR198470
AT3G15380	CARHR090420
AT2G37300	CARHR132290
AT3G27200	CARHR148410
AT1G76570	CARHR070120
AT4G08267	CARHR107870
AT5G42320	CARHR284930
AT3G54680	CARHR164600
AT5G35980	CARHR216670
AT2G35795	CARHR130050
AT1G13260	CARHR013640
AT3G47820	CARHR156500
AT2G35790	CARHR130040
AT1G16560	CARHR017040
AT5G06300	CARHR207040
AT5G02350	CARHR211050
AT3G20780	CARHR096610
AT4G02500	CARHR250800
AT3G20960	CARHR096820
AT1G29300	CARHR028620
AT2G37730	CARHR131800
AT2G43150	CARHR138220
AT5G59790	CARHR273370
AT5G51290	CARHR256750
AT3G46330	CARHR154780
AT5G44090	CARHR179190
AT3G43120	CARHR152540
AT1G55940	CARHR045650
AT5G25030	CARHR220840
AT1G76790	CARHR070320
AT2G24200	CARHR117960
AT5G37480	CARHR215460
AT4G17220	CARHR223830
AT2G37240	CARHR132350
AT3G08850	CARHR083160
AT3G47490	CARHR156130
AT1G09060	CARHR008950
AT1G51060	CARHR041080
AT1G54010	CARHR044340
AT5G61060	CARHR274760
AT5G65030	CARHR293740
AT2G35860	CARHR130120
AT5G40640	CARHR261320
AT5G15740	CARHR197590
AT2G46320	CARHR141600
AT3G59760	CARHR170100
AT5G40350	CARHR261740
AT1G72720	CARHR065640
AT4G37780	CARHR246170
AT5G18110	CARHR194960
AT1G50620	CARHR040670
AT5G02170	CARHR211190
AT5G62560	CARHR276340
AT2G02390	CARHR144970
AT5G13740	CARHR199700
AT3G45620	CARHR150000
AT1G31750	CARHR031050
AT1G30740	CARHR030210
AT5G64740	CARHR278730
AT1G51120	CARHR041140
AT4G25120	CARHR232510
AT3G21780	CARHR097730
AT5G03880	CARHR209380
AT3G57650	CARHR167910
AT5G48550	CARHR288010
AT1G20450	CARHR020900
AT5G28290	CARHR185090
AT5G13570	CARHR199870
AT3G60140	CARHR000090
AT4G34470	CARHR052170
AT5G65290	CARHR279250
AT1G13910	CARHR014280
AT4G08280	CARHR259360
AT5G26600	CARHR186840
AT3G62290	CARHR172630
AT2G26510	CARHR287290
AT4G19900	CARHR226680
AT3G18295	CARHR093660
AT3G56650	CARHR166760
AT3G18290	CARHR093650
AT1G65820	CARHR057680
AT1G06210	CARHR005740
AT3G14090	CARHR088950
AT3G10770	CARHR085340
AT4G13410	CARHR218990
AT3G52930	CARHR162810
AT4G37870	CARHR246260
AT4G38630	CARHR294350
AT1G07160	CARHR006870
AT3G15060	CARHR090020
AT1G69390	CARHR062270
AT3G61430	CARHR171770
AT2G02020	CARHR144630
AT1G11510	CARHR011790
AT3G50710	CARHR270090
AT5G03080	CARHR210250
AT3G01450	CARHR075510
AT5G22760	CARHR190830
AT5G63500	CARHR277350
AT2G35120	CARHR129280
AT5G55400	CARHR268740
AT4G32630	CARHR240600
AT5G51010	CARHR257180
AT4G34780	CARHR243080
AT2G20400	CARHR110920
AT3G12730	CARHR087250
AT1G74630	CARHR067930
AT2G42200	CARHR137240
AT2G38040	CARHR132610
AT5G16710	CARHR196480
AT3G18740	CARHR094130
AT2G21045	CARHR111880
AT1G71220	CARHR064520
AT5G08535	CARHR204450
AT3G14890	CARHR089830
AT5G22920	CARHR190610
AT5G45310	CARHR176830
AT2G30210	CARHR123520
AT5G58320	CARHR272130
AT5G15160	CARHR198150
AT5G66640	CARHR281100
AT1G70060	CARHR063160
AT1G70790	CARHR064060
AT2G37930	CARHR132480
AT5G11630	CARHR201590
AT1G55210	CARHR044870
AT2G39740	CARHR134590
AT5G03555	CARHR209770
AT2G48020	CARHR143410
AT1G61250	CARHR051380
AT2G15620	CARHR105960
AT1G74490	CARHR067770
AT5G23150	CARHR190380
AT3G59210	CARHR169600
AT5G45050	CARHR177030
AT5G63220	CARHR277070
AT4G04480	CARHR253030
AT4G28760	CARHR236550
AT3G56130	CARHR166280
AT4G30370	CARHR238270
AT5G59890	CARHR273500
AT2G13790	CARHR104720
AT2G33540	CARHR127550
AT5G61890	CARHR275650
AT4G17970	CARHR224710
AT5G27950	CARHR185750
AT1G45207	CARHR036350
AT2G20815	CARHR111500
AT1G45201	CARHR036280
AT3G58470	CARHR168860
AT4G35780	CARHR244110
AT3G27880	CARHR149390
AT2G39810	CARHR134700
AT2G18380	CARHR108970
AT3G61690	CARHR172000
AT5G62880	CARHR276670
AT5G01760	CARHR212120
AT5G24970	CARHR188460
AT1G80960	CARHR073430
AT2G36680	CARHR130970
AT2G38950	CARHR133690
AT1G26260	CARHR025650
AT5G39890	CARHR262290
AT2G17470	CARHR107630
AT4G13950	CARHR219860
AT3G44200	CARHR152690
AT3G19360	CARHR094760
AT1G64230	CARHR046700
AT3G06100	CARHR080610
AT4G04110	CARHR289490
AT2G21450	CARHR112360
AT4G25480	CARHR232890
AT5G66240	CARHR281480
AT2G14070	CARHR104220
AT5G66710	CARHR281010
AT1G10170	CARHR010270
AT4G39790	CARHR246920
AT2G45000	CARHR140260
AT2G29470	CARHR122760
AT4G13010	CARHR218300
AT4G11820	CARHR254460
AT4G01050	CARHR249260
AT1G01830	CARHR000500
AT4G01500	CARHR250180
AT5G01530	CARHR211890
AT1G24170	CARHR024550
AT1G08560	CARHR008460
AT1G15520	CARHR016070
AT2G39795	CARHR134670
AT5G50110	CARHR258520
AT5G28830	CARHR185340
AT3G02950	CARHR076980
AT2G22620	CARHR113840
AT5G44860	CARHR177950
AT1G64680	CARHR046210
AT3G51820	CARHR161450
AT2G41050	CARHR136160
AT1G14690	CARHR015220
AT3G50560	CARHR160070
AT1G26190	CARHR025720
AT5G36150	CARHR152220
AT5G53870	CARHR267000
AT4G18690	CARHR225540
AT5G42720	CARHR181640
AT3G19500	CARHR094920
AT1G73260	CARHR066270
AT5G57490	CARHR271270
AT5G54940	CARHR268280
AT1G72640	CARHR065560
AT5G04020	CARHR209260
AT5G08560	CARHR204410
AT1G24130	CARHR024420
AT5G08565	CARHR204400
AT2G01430	CARHR143950
AT5G19860	CARHR193000
AT3G54090	CARHR163980
AT1G33280	CARHR032650
AT5G44460	CARHR178620
AT3G03570	CARHR077580
AT1G43140	CARHR041250
AT2G17740	CARHR108060
AT2G45260	CARHR140470
AT1G72790	CARHR065700
AT5G39330	CARHR263080
AT1G72530	CARHR065470
AT1G19640	CARHR020160
AT1G20200	CARHR020700
AT1G19310	CARHR019900
AT4G25940	CARHR233450
AT1G19860	CARHR020360
AT3G54790	CARHR164730
AT2G28870	CARHR122020
AT5G09960	CARHR203370
AT5G49510	CARHR287830
AT2G34010	CARHR128080
AT1G14070	CARHR066550
AT3G23230	CARHR099180
AT4G33945	CARHR242070
AT3G23540	CARHR099440
AT5G15240	CARHR198070
AT4G30420	CARHR238320
AT4G25270	CARHR232680
AT3G45400	CARHR150430
AT2G19160	CARHR109640
AT4G33440	CARHR241500
AT1G08070	CARHR007890
AT4G34260	CARHR242530
AT5G47040	CARHR174430
AT2G30840	CARHR124300
AT4G35920	CARHR244320
AT3G03680	CARHR077740
AT4G21710	CARHR228440
AT3G25690	CARHR288550
AT3G15140	CARHR090120
AT4G13220	CARHR218700
AT2G23300	CARHR292940
AT1G48800	CARHR038790
AT5G17860	CARHR195310
AT4G22900	CARHR229940
AT4G00940	CARHR249400
AT2G15300	CARHR105670
AT5G39980	CARHR262150
AT3G49070	CARHR157910
AT5G67590	CARHR280000
AT1G56710	CARHR054800
AT1G25220	CARHR026340
AT3G57880	CARHR168190
AT1G25550	CARHR025900
AT2G44200	CARHR139360
AT4G31200	CARHR239100
AT4G36000	CARHR244400
AT5G10480	CARHR202810
AT1G59725	CARHR053430
AT2G25420	CARHR116030
AT3G46830	CARHR155410
AT1G59720	CARHR053480
AT1G03470	CARHR002840
AT4G23380	CARHR230730
AT1G22020	CARHR022370
AT1G03475	CARHR002850
AT4G17410	CARHR224010
AT2G16760	CARHR142750
AT5G42930	CARHR181160
AT2G07050	CARHR103980
AT3G08620	CARHR082920
AT2G16510	CARHR106740
AT5G35180	CARHR217280
AT2G35658	CARHR129910
AT1G72130	CARHR064960
AT2G45910	CARHR141190
AT3G48030	CARHR156770
AT1G54710	CARHR055840
AT2G35650	CARHR129890
AT4G11310	CARHR255270
AT4G19120	CARHR226000
AT3G18890	CARHR094330
AT3G59150	CARHR169550
AT1G01650	CARHR000700
AT2G20495	CARHR111050
AT5G39570	CARHR262720
AT1G30520	CARHR029940
AT1G56570	CARHR054950
AT4G22160	CARHR228990
AT3G13120	CARHR087710
AT5G41630	CARHR291890
AT5G20110	CARHR192720
ATMG00890	CARHR283150
AT4G04960	CARHR252560
AT1G69630	CARHR072300
AT3G04500	CARHR078690
AT5G42210	CARHR180450
AT1G02870	CARHR002210
AT2G14660	CARHR286340
AT1G78790	CARHR072340
AT2G40230	CARHR135260
AT4G14790	CARHR221340
AT4G00370	CARHR248490
AT4G25350	CARHR232760
AT1G35420	CARHR034180
AT3G08990	CARHR083330
AT5G35320	CARHR217350
AT5G46610	CARHR174910
AT1G03650	CARHR002980
AT4G14020	CARHR220030
AT5G64090	CARHR278000
AT5G51950	CARHR264890
AT5G65990	CARHR281770
AT5G47740	CARHR173580
AT3G24010	CARHR100220
AT3G53320	CARHR163240
AT3G54690	CARHR164610
AT1G48770	CARHR038740
AT1G56280	CARHR289830
AT1G73220	CARHR066230
AT5G60600	CARHR274260
AT5G42330	CARHR284960
AT4G15940	CARHR290520
AT5G57450	CARHR271240
AT1G06020	CARHR005540
AT2G38823	CARHR133550
AT2G38820	CARHR133530
AT1G09460	CARHR009440
AT5G06460	CARHR206730
AT4G14615	CARHR220860
AT4G38980	CARHR247790
AT2G26080	CARHR114810
AT1G49170	CARHR039170
AT1G77300	CARHR070780
AT1G29550	CARHR028940
AT4G13040	CARHR218370
AT5G64240	CARHR258190
AT4G02700	CARHR251000
AT5G05340	CARHR207910
AT1G09900	CARHR009960
AT4G24200	CARHR231610
AT3G47120	CARHR155770
AT3G59800	CARHR170140
AT3G05600	CARHR080030
AT5G01810	CARHR212160
AT4G23250	CARHR230500
AT4G27780	CARHR235500
AT2G47910	CARHR143300
AT1G28530	CARHR028010
AT5G45430	CARHR176640
AT1G28240	CARHR027730
AT3G14460	CARHR089300
AT4G24204	CARHR231620
AT2G36300	CARHR130570
AT2G36870	CARHR131320
AT2G36305	CARHR130580
AT2G26550	CARHR115270
AT4G32980	CARHR240990
AT1G16890	CARHR017360
AT4G32780	CARHR240770
AT1G02305	CARHR001610
AT2G41380	CARHR136510
AT1G50010	CARHR040120
ATMG00270	CARHR282730
AT2G02560	CARHR145090
AT2G27140	CARHR119520
AT5G08640	CARHR204340
AT1G26850	CARHR025080
AT3G05100	CARHR079420
AT1G55000	CARHR287540
AT1G62300	CARHR049820
AT4G29400	CARHR237220
AT1G64700	CARHR046200
AT4G29150	CARHR236880
AT1G31260	CARHR030740
AT3G26690	CARHR147710
AT1G52520	CARHR042630
AT4G22880	CARHR229910
AT5G41410	CARHR212910
AT2G28620	CARHR121650
AT3G06480	CARHR081790
AT1G34550	CARHR033880
AT1G51720	CARHR041880
AT1G06680	CARHR006360
AT2G26890	CARHR119040
AT3G57360	CARHR167560
AT2G46170	CARHR141450
AT3G21420	CARHR097390
AT1G16190	CARHR016670
AT3G54840	CARHR164820
AT2G26430	CARHR118360
AT4G12320	CARHR253940
AT1G80190	CARHR074290
AT1G78310	CARHR071780
AT5G62970	CARHR270160
AT4G00230	CARHR248290
AT1G12430	CARHR012720
AT1G75040	CARHR068370
AT2G34650	CARHR128750
AT1G23310	CARHR023760
AT1G23640	CARHR024030
AT4G30090	CARHR238000
AT3G62950	CARHR173240
AT3G01680	CARHR075240
AT4G37110	CARHR245410
AT5G48385	CARHR183810
AT1G07370	CARHR007080
AT1G71810	CARHR290970
AT3G05360	CARHR218620
AT5G07220	CARHR205920
AT3G57790	CARHR168110
AT3G01860	CARHR075070
AT1G65610	CARHR057380
AT4G00231	CARHR248310
AT5G20030	CARHR192810
AT4G21150	CARHR227730
AT5G54430	CARHR267720
AT3G14280	CARHR089210
AT4G12400	CARHR253800
AT1G10340	CARHR010460
AT5G45930	CARHR176000
AT1G21640	CARHR021990
AT3G09900	CARHR084410
AT3G21720	CARHR097670
AT1G06970	CARHR006640
AT1G60060	CARHR052890
AT5G20060	CARHR192770
AT3G20570	CARHR096360
ATMG00640	CARHR283000
AT1G16220	CARHR016690
AT3G23840	CARHR099840
AT4G23515	CARHR230850
AT4G31840	CARHR239760
AT1G75220	CARHR068550
AT1G07080	CARHR006780
AT1G53380	CARHR043590
AT5G03940	CARHR209330
AT1G57540	CARHR288700
AT1G20430	CARHR020890
AT5G03760	CARHR209540
AT3G62410	CARHR172760
AT5G09230	CARHR204190
AT5G13900	CARHR199530
AT3G07270	CARHR081920
AT5G08790	CARHR204220
AT3G54540	CARHR164450
AT4G27360	CARHR235010
AT2G30530	CARHR123980
AT5G22930	CARHR190600
AT3G20630	CARHR096430
AT4G39690	CARHR247030
AT5G19670	CARHR193240
AT4G39920	CARHR246770
AT5G62350	CARHR276130
AT5G51770	CARHR264650
AT1G08970	CARHR008870
AT5G22280	CARHR191280
AT2G30020	CARHR123270
AT2G34220	CARHR128330
AT2G04880	CARHR102900
AT2G20250	CARHR110740
